2.080279056428620152e+03,1.533373645325499865e+03,1.689554815341878566e+03,1.526060949094132411e+03,1.403422226930485294e+03,2.264781428229983703e+03,1.403877334568315291e+03,1.346082254751629989e+03,7.251412701130655023e+02,7.130317230846392249e+02,6.810673351762054608e+02,1.164426200800975494e+03,2.306909300502439237e+03,3.106909315909725137e+03,5.871064444680430825e+03,3.360777457214124297e+03,9.337666509970890729e+02,4.173826117236067716e+02,3.698128885923167104e+02,4.317255091521099075e+02,1.281204717333773260e+03,4.099251597442887942e+03,1.375537410672173064e+04,5.636231569474045500e+03,1.106278136072587358e+03,4.105698045783756243e+02,1.797881377478556431e+02,1.037242665542579090e+02,2.278455061647663911e+02,6.226459692394170133e+02,2.475219151095647248e+03,3.665595656495355070e+04,2.249152704881988939e+03,1.143499006535309718e+03,3.239873499103584322e+02,1.570922063378598068e+02,4.451259506740736072e+01,1.522952289778734496e+02,3.168424341118517873e+02,5.646221521631771338e+02,4.333615137344604591e+03,1.833528482962627322e+03,8.109187048109513398e+02,4.538911556635124498e+02,2.871341170219506580e+02,2.221589975592682151e+02,2.652464899264073779e+02,3.753093212003406620e+02,6.182605347587056031e+02,9.195183744313997067e+02,6.813022550034335154e+02,6.831533405767034992e+02,6.010759797432275491e+02,3.684975813352223781e+02,4.481818870211269541e+02,9.143052548252933320e+02,9.139049902829199254e+02,6.507717795630569526e+02,6.443830847848182657e+02,5.871601320369215955e+02,6.144127804034521887e+02,8.058570014780159454e+02
1.172253037154305730e+03,1.094285477353490251e+03,1.395931435388737100e+03,1.041838659858003211e+03,1.208439966834844881e+03,1.136703140798817230e+03,7.776016931844899318e+02,7.589151223773794754e+02,6.307286578287724979e+02,7.200303467854911332e+02,6.380128814902633394e+02,7.632096612179926751e+02,1.115414857382431592e+03,1.443535365740696307e+03,1.078709691485206804e+03,1.156895702291007183e+03,4.666525361905934233e+02,3.609721017819778126e+02,3.695745114311201291e+02,3.558244089699032315e+02,5.670738370462079274e+02,1.184456208886635750e+03,1.515213525066963939e+03,9.732907095496109378e+02,5.496188599489339595e+02,2.949113210998995669e+02,1.709964560937845022e+02,1.118974572446306297e+02,1.843111264160381779e+02,3.661347401916990520e+02,7.752271868917672464e+02,3.255922680156445495e+03,1.092887779674812009e+03,5.026352754084593357e+02,2.722356703413302057e+02,1.458539568458812425e+02,5.328818086798842302e+01,1.450748409949086977e+02,2.764154863685450891e+02,4.148870058064209729e+02,8.081303872975628337e+02,1.153679548290974481e+03,5.489290597588742457e+02,3.881934702257653953e+02,2.572418580206594925e+02,2.088862816009103369e+02,2.515813617527838346e+02,3.567438303999523441e+02,4.495524577984870120e+02,6.024623018095848010e+02,6.696726249320505531e+02,6.731969465698171007e+02,5.801076369137709889e+02,3.406842152417546572e+02,4.333012900479940299e+02,6.113577041738509479e+02,6.091286501394882862e+02,6.283073511527353503e+02,6.299520888732042749e+02,5.133718430103308492e+02,6.556828866622104215e+02,6.389360719661127632e+02
1.909130300205525600e+03,1.678651277706150495e+03,1.702671615737445109e+03,1.504985723354028323e+03,1.453171272017868887e+03,1.958658712914002535e+03,1.245174787761396601e+03,1.203679631931375525e+03,8.190392507455187570e+02,8.610642589005638001e+02,8.022666501918752147e+02,1.140963766865920206e+03,1.871509827272237089e+03,2.273726045523317225e+03,1.987836024098789494e+03,1.931125536900649422e+03,1.281643782707172250e+03,4.916197340251081300e+02,4.438133797592375913e+02,4.752017972181627670e+02,1.044383557070427287e+03,1.631363764774235733e+03,2.371384133959164501e+03,2.081418436367974209e+03,8.727559823618505561e+02,4.842223881287804943e+02,2.116036557393349540e+02,1.295833610789172212e+02,2.409712688343128661e+02,6.489162237367183934e+02,1.051747436454296121e+03,2.074513931204694018e+03,2.156251208421301271e+03,9.837584735537706138e+02,5.197356659918757487e+02,2.108126263644949177e+02,5.311507669959508604e+01,1.851450330366382957e+02,4.843089233190861478e+02,8.807283896886667662e+02,1.858539843604895850e+03,2.878954158975133851e+03,2.211464020059600443e+03,1.294909867585923621e+03,8.908166483331419840e+02,5.729426970572681057e+02,5.764906731474629851e+02,7.989900011918023210e+02,1.271403197238359326e+03,2.616936385903572955e+03,6.877176074240727758e+03,6.886011221215196201e+03,5.605595578453898270e+03,1.744654537661149106e+03,2.169461432295078339e+03,2.667025708919233239e+03,2.662488720787307102e+03,3.034865637623709517e+03,3.056226008520203322e+03,2.412316457424467444e+03,5.005431426765607284e+03,2.768952345945348497e+03
2.888062853772852122e+03,2.417086779373394165e+03,2.606889756567175027e+03,2.891507005356373611e+03,2.444530186086754384e+03,3.360560610019119849e+03,3.451458316474698677e+03,3.404089238023155758e+03,1.658133105008096436e+03,1.435042170100683052e+03,1.410164213521067722e+03,2.305752922615926764e+03,4.062295696330938426e+03,3.611574108230655838e+03,4.759945914615293077e+03,3.348885515411288907e+03,3.487506889848660649e+03,1.031396117897367731e+03,7.626921621234905615e+02,8.909500465668022571e+02,2.200738947021578952e+03,3.451146706605626605e+03,5.518914751461214109e+03,7.680706405947721578e+03,1.929797436702308005e+03,1.762445321519322988e+03,4.100600584982129249e+02,2.024742772664190227e+02,4.381969340384534917e+02,1.641274883409735139e+03,2.252191126434808211e+03,6.324662849442336665e+03,5.324652606983463556e+03,2.416946055851265555e+03,1.480355002906791924e+03,4.849636739750318384e+02,5.831212204148731360e+01,2.759568093042604460e+02,1.011640871354007118e+03,1.956363390227530090e+03,5.081202833058014221e+03,5.757209731855476093e+03,5.098432458189613499e+03,3.544299490728072669e+03,2.790282790258964269e+03,1.485664912043613867e+03,1.037996249937993980e+03,1.276882564134201402e+03,1.953318126113634207e+03,4.034309612363295400e+03,1.803989883302623639e+04,1.808354003272454429e+04,1.612648720453492024e+04,5.189647462021361207e+03,4.069818864696424498e+03,4.159141822646977744e+03,4.129121966222212905e+03,5.946486327786726179e+03,5.998384692054924017e+03,4.448429139014456268e+03,8.805982978892094252e+03,4.498440528291597730e+03
2.371744714995301820e+03,1.608749053182290254e+03,1.892311651188257656e+03,1.688583545054229035e+03,1.460629095453300124e+03,1.668922873680239718e+03,1.291108988258740055e+03,1.244355409709717605e+03,7.703761592976504744e+02,7.560465646794318673e+02,6.721257411780429720e+02,8.732037222090605155e+02,1.350315359059243974e+03,1.679607000561471295e+03,1.444889480276745644e+03,1.741871966783449579e+03,7.704999257814844213e+02,4.183317880664290556e+02,3.784972806329454329e+02,3.546966686999832064e+02,5.739352266041753410e+02,1.135486006777045077e+03,1.557821178626562642e+03,1.321418821859901527e+03,6.410685955423707583e+02,3.649838611265118402e+02,1.793275940454047941e+02,1.104345518421598200e+02,1.680317411289011886e+02,3.072665722290265080e+02,5.693084465789697788e+02,1.435438929851746252e+03,1.213019242004469106e+03,5.460633779557299476e+02,2.896252854007688597e+02,1.503033250646002728e+02,5.612735542203189709e+01,1.426735789050291885e+02,2.586611445651694794e+02,4.430578492565045394e+02,7.720247423078938027e+02,1.161007130234085707e+03,6.313012778819074811e+02,4.402455529586171679e+02,2.998718647552153698e+02,2.349236267975035162e+02,2.794334671885137027e+02,3.955241931058993714e+02,5.048706492436043618e+02,7.449981675395055163e+02,9.368474221480894357e+02,9.326785496230513672e+02,7.919370240866007862e+02,4.510475828363368009e+02,5.457630089902613690e+02,7.525551976308921667e+02,7.537528914224163827e+02,8.172829664270218473e+02,8.151067718775558433e+02,7.095999603882891051e+02,9.247685014800706540e+02,7.526129996170441245e+02
2.330278181019643853e+03,1.673308309125765845e+03,1.961817582624380975e+03,1.783422361470408532e+03,1.931030720404744898e+03,3.666462426475550274e+03,2.304407058651114767e+03,2.178739524145615633e+03,9.738537344714654864e+02,9.120788646090541079e+02,1.043477330787087794e+03,2.352364794623809303e+03,5.161173473409409780e+03,6.281945860692903807e+03,1.910579633543744785e+04,8.966844513733516578e+03,2.477923597590898225e+03,6.262699734362378194e+02,4.757999268782349418e+02,7.685349983034934667e+02,3.519722539765925831e+03,1.302830117825262096e+04,4.375593623467985890e+04,1.323748265146464473e+04,2.069374585386956824e+03,7.670177935620157541e+02,2.529914365469215625e+02,1.324081529915003728e+02,4.013369412902202384e+02,1.912911304710894001e+03,8.042076003369007594e+03,1.279380018728033610e+05,3.079553765533698879e+03,2.636997907151925119e+03,5.691920690512897636e+02,2.215316938080947580e+02,5.421118364559448111e+01,1.932185710423505043e+02,7.066943219740426230e+02,1.456004762457818742e+03,1.624531733630763119e+04,2.581333094502024778e+03,1.954922901401722356e+03,9.559396331323773666e+02,5.853654140603723590e+02,4.183611825300128544e+02,4.476265926284966667e+02,6.752451308417391829e+02,1.456469746350789592e+03,2.896885336343895688e+03,3.252817555984091996e+03,3.241405352515554114e+03,2.541077750173761615e+03,1.079841832088251522e+03,1.457100031070019440e+03,2.883240435017441996e+03,2.900776592547127620e+03,2.046020666023945296e+03,2.046200348799489575e+03,1.810208486338390230e+03,3.215836642193312400e+03,2.027866130473396424e+03
3.006542544363715933e+03,2.362655545152155355e+03,2.497779198250760146e+03,2.891640427786387590e+03,2.384859401349117888e+03,3.396780386709706363e+03,3.560263423100233467e+03,3.499415856068127141e+03,1.619700583296643799e+03,1.310564201740849967e+03,1.315651577883564642e+03,2.313092166550734873e+03,4.416861519275430510e+03,3.557794679322979846e+03,3.767828385903570961e+03,2.920102703001730333e+03,2.743082797080720866e+03,1.001922797399731849e+03,7.048119398188736113e+02,8.445666179386573731e+02,2.451415796601870170e+03,3.556251869365722996e+03,4.737563574312560377e+03,4.470957885631834870e+03,1.547682377417228963e+03,1.263711226628875693e+03,3.941550164113383516e+02,2.055535782433230452e+02,4.138649651304718873e+02,1.660820683623416244e+03,2.307905627538752015e+03,4.849116199372238043e+03,3.401245934836444576e+03,1.733543738103390979e+03,1.000410035037229591e+03,4.000596624174287399e+02,7.155853016046117432e+01,2.745232088537794084e+02,9.808036054350576478e+02,1.816466436152890310e+03,4.362646815463863277e+03,4.376694924938166878e+03,4.105119763308692200e+03,2.846574543748527958e+03,2.385846966444372811e+03,1.374414706428959335e+03,1.114221668252229165e+03,1.436256482689725090e+03,2.194849211029660182e+03,4.239334313768397806e+03,1.537181606673140050e+04,1.536067721006199099e+04,1.317187265261245193e+04,4.890564049447737489e+03,4.465421661526807839e+03,4.382179048056763349e+03,4.330486003763331610e+03,5.285977751101638205e+03,5.326284249052293490e+03,4.456710173307888908e+03,9.317510613135746098e+03,4.333819945868400282e+03
2.047407868780939225e+03,1.377329686487620165e+03,1.854503321305544887e+03,1.638374022031307959e+03,1.624736554270321903e+03,1.794455824767421518e+03,1.240196894483002779e+03,1.197465430433383972e+03,8.141750025092187570e+02,8.385770267750522180e+02,8.037216040835535296e+02,1.251386569324040920e+03,2.248393692873250075e+03,2.265301915952096351e+03,1.418147674290725263e+03,2.240785941222021847e+03,6.946607054531323229e+02,4.525051824080720735e+02,4.384598455609002485e+02,4.409846406471133378e+02,8.257849007114846245e+02,1.536297869901732156e+03,2.029571851892830637e+03,1.219877417787001832e+03,7.526667007131293303e+02,3.482298564615975351e+02,1.944266377476623688e+02,1.270805564713741944e+02,1.958014702675353931e+02,4.247792623516710933e+02,7.961608408304190334e+02,1.612437582487022155e+03,1.302369169511039217e+03,6.281133054414190156e+02,3.469145553036772185e+02,1.686685623674530632e+02,5.850583071227745791e+01,1.641882397933086963e+02,3.443146294116321542e+02,5.927843272407154700e+02,9.696807653856835714e+02,1.617536432022385270e+03,1.037243885142324643e+03,6.721723835553120807e+02,4.592188925762081340e+02,3.798971080144459620e+02,4.775562816755559652e+02,6.639314098549348273e+02,9.439312016398977221e+02,1.821565018450656680e+03,2.675600697097632292e+03,2.673714075933924505e+03,2.058801602649161396e+03,1.032266241317480535e+03,1.555160979468239930e+03,1.875984151628773589e+03,1.871592816632036147e+03,1.808914477591030845e+03,1.826120102097953350e+03,1.624777902247481506e+03,3.413496582199475597e+03,1.884357535146220016e+03
2.188990826266371641e+03,1.551596144770494448e+03,1.835587594530250726e+03,1.732700504470328724e+03,1.891559219874812015e+03,3.244207250670499889e+03,2.227079116143473129e+03,2.123593727446026605e+03,8.992642211278601962e+02,8.474828004343178236e+02,1.032151435777639108e+03,2.330749051043036616e+03,4.979891718718455195e+03,5.761772078200368924e+03,1.337622417140554171e+04,6.493932554540203455e+03,1.911986152124287855e+03,5.779519996037447527e+02,4.539800443888798327e+02,7.649017375002905510e+02,3.119857821515770866e+03,1.122504237542474220e+04,3.852351953140331898e+04,1.047381883321653004e+04,1.825987617182624263e+03,5.865822973592897824e+02,2.303917923875697227e+02,1.324985849204548742e+02,3.616326562536881397e+02,1.370462067876823994e+03,6.753652197901883483e+03,1.070628676804901334e+05,3.046424370493988590e+03,2.093324752840265774e+03,4.612052617763879425e+02,1.959176456412386926e+02,5.989557569995370301e+01,1.535280534677025912e+02,4.261056121611484286e+02,7.944979083163593714e+02,1.216438295563160318e+04,2.366911982899075610e+03,1.559603055975048164e+03,7.281183573518314915e+02,4.455539438649853423e+02,3.338938860903458590e+02,3.711554723253450447e+02,5.330111567104537471e+02,1.133198358079237096e+03,2.303437638129486004e+03,1.548187091196990878e+03,1.559468455661929966e+03,1.264802135312267865e+03,7.783527417997561315e+02,9.938932504627396156e+02,2.269091858300691001e+03,2.285167700370210241e+03,1.263429692401172588e+03,1.259725884506361581e+03,1.254054248184373591e+03,2.005498320705366496e+03,1.413004027078561421e+03
1.666580408421336415e+03,1.313444133735080641e+03,1.485199205550682564e+03,1.568289009480277855e+03,1.488193058229800954e+03,3.365487820334853495e+03,2.028563728214737466e+03,1.965867589229243777e+03,9.151717909137273637e+02,8.072772152345631866e+02,8.468842797729071208e+02,1.749966192490565163e+03,3.728969991721594852e+03,4.723748743274554727e+03,1.087256591734367612e+04,6.620159704344865531e+03,2.807376967529159629e+03,6.241810305401738788e+02,4.433009013243144523e+02,6.061001479886493826e+02,2.400824962398642128e+03,8.676740087933510949e+03,3.270162598111646003e+04,8.730043431413854705e+03,1.576958041704879633e+03,6.198365086056489872e+02,2.547395914412900026e+02,1.349423897385732687e+02,2.987443708237286728e+02,1.084142747350181708e+03,5.312419368014813699e+03,8.344948431085413904e+04,2.712974585377164658e+03,1.616136262999206110e+03,4.035382228871943653e+02,1.905747003425290416e+02,6.860977452397453646e+01,1.637508696415484337e+02,3.952504408162371305e+02,7.652912536161370554e+02,9.654398270242581930e+03,1.995282736930629653e+03,1.068204782724375491e+03,5.839918003592355262e+02,3.828527906417719464e+02,3.052204874562170289e+02,3.508518401966886131e+02,5.183568957868928919e+02,1.025540448661228083e+03,1.857180447647401252e+03,1.064901168307911121e+03,1.076678288556037387e+03,9.025794622693672409e+02,6.689920790389221565e+02,7.755364842550404774e+02,1.836748454415227116e+03,1.853585161950157271e+03,8.175141807397044431e+02,8.096935904999402283e+02,9.085359814983156639e+02,1.417671691238036829e+03,1.229974747322708936e+03
